,index,titles,urls,asin,asin_url
623,623,Fusion 360 for Makers: Design Your Own Digital Models for 3D Printing and CNC Fabrication,https://www.amazon.com/Fusion-360-Makers-Printing-Fabrication/dp/1680456520/ref=sr_1_619?qid=1676965278&s=books&sr=1-619,1680456520,https://www.amazon.com/dp/1680456520/
624,624,Principles of Information Security (MindTap Course List),https://www.amazon.com/Principles-Information-Security-Mindtap-Course/dp/035750643X/ref=sr_1_625?qid=1676965286&s=books&sr=1-625,035750643X,https://www.amazon.com/dp/035750643X/
625,625,Teach Yourself VISUALLY Microsoft 365 (Teach Yourself VISUALLY (Tech)),https://www.amazon.com/Teach-Yourself-VISUALLY-Microsoft-Tech/dp/1119893518/ref=sr_1_626?qid=1676965286&s=books&sr=1-626,1119893518,https://www.amazon.com/dp/1119893518/
626,626,"PowerPoint For Dummies, Office 2021 Edition (For Dummies: Computer/Tech)",https://www.amazon.com/PowerPoint-Dummies-Office-2021-Computer/dp/1119829143/ref=sr_1_627?qid=1676965286&s=books&sr=1-627,1119829143,https://www.amazon.com/dp/1119829143/
627,627,"Principles of Computer Security: CompTIA Security+ and Beyond, Sixth Edition (Exam SY0-601)",https://www.amazon.com/Principles-Computer-Security-CompTIA-SY0-601/dp/1260474313/ref=sr_1_628?qid=1676965286&s=books&sr=1-628,1260474313,https://www.amazon.com/dp/1260474313/
628,628,CompTIA Server+ Study Guide: Exam SK0-005,https://www.amazon.com/CompTIA-Server-Study-Guide-SK0-005/dp/1119891434/ref=sr_1_629?qid=1676965286&s=books&sr=1-629,1119891434,https://www.amazon.com/dp/1119891434/
629,629,Neural Networks and Deep Learning: A Textbook,https://www.amazon.com/Neural-Networks-Deep-Learning-Textbook/dp/3319944622/ref=sr_1_625?qid=1676965286&s=books&sr=1-625,3319944622,https://www.amazon.com/dp/3319944622/
630,630,"Python Cookbook, Third Edition",https://www.amazon.com/Python-Cookbook-Third-David-Beazley/dp/1449340377/ref=sr_1_626?qid=1676965286&s=books&sr=1-626,1449340377,https://www.amazon.com/dp/1449340377/
631,631,Information Technology Project Management,https://www.amazon.com/Information-Technology-Project-Management-Schwalbe/dp/1337101354/ref=sr_1_627?qid=1676965286&s=books&sr=1-627,1337101354,https://www.amazon.com/dp/1337101354/
632,632,Blender For Dummies,https://www.amazon.com/Blender-Dummies-Computer-Tech/dp/1119616964/ref=sr_1_628?qid=1676965286&s=books&sr=1-628,1119616964,https://www.amazon.com/dp/1119616964/
633,633,Nmap Network Scanning: The Official Nmap Project Guide to Network Discovery and Security Scanning,https://www.amazon.com/Nmap-Network-Scanning-Official-Discovery/dp/0979958717/ref=sr_1_629?qid=1676965286&s=books&sr=1-629,0979958717,https://www.amazon.com/dp/0979958717/
634,634,Professional C++,https://www.amazon.com/Professional-C-Marc-Gregoire/dp/1119695406/ref=sr_1_630?qid=1676965286&s=books&sr=1-630,1119695406,https://www.amazon.com/dp/1119695406/
635,635,iMac For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/iMac-Dummies-Mark-L-Chambers/dp/1119806666/ref=sr_1_631?qid=1676965286&s=books&sr=1-631,1119806666,https://www.amazon.com/dp/1119806666/
636,636,"Data Strategy: How to Profit from a World of Big Data, Analytics and Artificial Intelligence",https://www.amazon.com/Data-Strategy-Analytics-Artificial-Intelligence/dp/1398602582/ref=sr_1_632?qid=1676965286&s=books&sr=1-632,1398602582,https://www.amazon.com/dp/1398602582/
637,637,Getting to Know ArcGIS Desktop,https://www.amazon.com/Getting-Know-ArcGIS-10-3-10-3-1/dp/1589485106/ref=sr_1_633?qid=1676965286&s=books&sr=1-633,1589485106,https://www.amazon.com/dp/1589485106/
638,638,Artificial Intelligence Basics: A Non-Technical Introduction,https://www.amazon.com/Artificial-Intelligence-Basics-Non-Technical-Introduction/dp/1484250273/ref=sr_1_634?qid=1676965286&s=books&sr=1-634,1484250273,https://www.amazon.com/dp/1484250273/
639,639,Technology for Success: Computer Concepts (MindTap Course List),https://www.amazon.com/Technology-Success-Computer-Concepts-MindTap/dp/0357641000/ref=sr_1_635?qid=1676965286&s=books&sr=1-635,0357641000,https://www.amazon.com/dp/0357641000/
640,640,People Skills for Analytical Thinkers: Boost Your Communication and Advance Your Career - and Life,https://www.amazon.com/People-Skills-Analytical-Thinkers-Communication/dp/9090336982/ref=sr_1_641?qid=1676965295&s=books&sr=1-641,9090336982,https://www.amazon.com/dp/9090336982/
641,641,Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,https://www.amazon.com/Data-Engineering-AWS-Gareth-Eagar/dp/1800560419/ref=sr_1_642?qid=1676965295&s=books&sr=1-642,1800560419,https://www.amazon.com/dp/1800560419/
642,642,"The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics, and Eastern Mystics All Agree We Are in a Video Game",https://www.amazon.com/Simulation-Hypothesis-Computer-Scientist-Quantum/dp/B07RWQ4GKK/ref=sr_1_643?qid=1676965295&s=books&sr=1-643,B07RWQ4GKK,https://www.amazon.com/dp/B07RWQ4GKK/
643,643,"Beginner's Guide to SOLIDWORKS 2022 - Level I: Parts, Assemblies, Drawings, PhotoView 360 and SimulationXpress",https://www.amazon.com/Beginners-Guide-SOLIDWORKS-2022-SimulationXpress/dp/1630574651/ref=sr_1_644?qid=1676965295&s=books&sr=1-644,1630574651,https://www.amazon.com/dp/1630574651/
644,644,"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",https://www.amazon.com/Machine-Learning-techniques-predictive-modeling/dp/1788295862/ref=sr_1_645?qid=1676965295&s=books&sr=1-645,1788295862,https://www.amazon.com/dp/1788295862/
645,645,"Hands-On Unity 2022 Game Development: Learn to use the latest Unity 2022 features to create your first video game in the simplest way possible, 3rd Edition",https://www.amazon.com/Hands-Unity-2022-Game-Development/dp/1803236914/ref=sr_1_641?qid=1676965295&s=books&sr=1-641,1803236914,https://www.amazon.com/dp/1803236914/
646,646,Adobe Photoshop Lightroom Classic For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Photoshop-Lightroom-Classic-Dummies-Computer/dp/1119873215/ref=sr_1_642?qid=1676965295&s=books&sr=1-642,1119873215,https://www.amazon.com/dp/1119873215/
647,647,HTML5 and CSS3 All-in-One For Dummies,https://www.amazon.com/HTML5-CSS3-All-One-Dummies/dp/1118289382/ref=sr_1_643?qid=1676965295&s=books&sr=1-643,1118289382,https://www.amazon.com/dp/1118289382/
648,648,Kill It with Fire: Manage Aging Computer Systems (and Future Proof Modern Ones),https://www.amazon.com/Kill-Fire-Manage-Computer-Systems/dp/1718501188/ref=sr_1_644?qid=1676965295&s=books&sr=1-644,1718501188,https://www.amazon.com/dp/1718501188/
649,649,GPT-3: The Ultimate Guide To Building NLP Products With OpenAI API,https://www.amazon.com/GPT-3-Ultimate-Building-Products-OpenAI-ebook/dp/B0BVCN1XYX/ref=sr_1_645?qid=1676965295&s=books&sr=1-645,B0BVCN1XYX,https://www.amazon.com/dp/B0BVCN1XYX/
650,650,Database Design for Mere Mortals: 25th Anniversary Edition,https://www.amazon.com/Database-Design-Mere-Mortals-Anniversary/dp/0136788041/ref=sr_1_646?qid=1676965295&s=books&sr=1-646,0136788041,https://www.amazon.com/dp/0136788041/
651,651,Technical Drawing with Engineering Graphics,https://www.amazon.com/Technical-Drawing-Engineering-Graphics-15th/dp/0134306414/ref=sr_1_647?qid=1676965295&s=books&sr=1-647,0134306414,https://www.amazon.com/dp/0134306414/
652,652,Data Visualization: A Practical Introduction,https://www.amazon.com/Data-Visualization-Introduction-Kieran-Healy/dp/0691181624/ref=sr_1_648?qid=1676965295&s=books&sr=1-648,0691181624,https://www.amazon.com/dp/0691181624/
653,653,TI-84 Plus CE Graphing Calculator For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/TI-84-Graphing-Calculator-Dummies-Computer/dp/1119887607/ref=sr_1_649?qid=1676965295&s=books&sr=1-649,1119887607,https://www.amazon.com/dp/1119887607/
654,654,Practical Object-Oriented Design: An Agile Primer Using Ruby,https://www.amazon.com/Practical-Object-Oriented-Design-Agile-Primer/dp/0134456475/ref=sr_1_650?qid=1676965295&s=books&sr=1-650,0134456475,https://www.amazon.com/dp/0134456475/
655,655,Residential Design Using Autodesk Revit 2022,https://www.amazon.com/Residential-Design-Using-Autodesk-Revit/dp/1630574392/ref=sr_1_651?qid=1676965295&s=books&sr=1-651,1630574392,https://www.amazon.com/dp/1630574392/
656,656,The Art of Deception: Controlling the Human Element of Security,https://www.amazon.com/Art-Deception-Controlling-Element-Security/dp/076454280X/ref=sr_1_657?qid=1676965304&s=books&sr=1-657,076454280X,https://www.amazon.com/dp/076454280X/
657,657,Master Your Data with Power Query in Excel and Power BI: Leveraging Power Query to Get & Transform Your Task Flow,https://www.amazon.com/Master-Your-Data-Excel-Power/dp/1615470581/ref=sr_1_658?qid=1676965304&s=books&sr=1-658,1615470581,https://www.amazon.com/dp/1615470581/
658,658,"Python GUI Programming with Tkinter: Design and build functional and user-friendly GUI applications, 2nd Edition",https://www.amazon.com/Python-GUI-Programming-Tkinter-user-friendly/dp/1801815925/ref=sr_1_659?qid=1676965304&s=books&sr=1-659,1801815925,https://www.amazon.com/dp/1801815925/
659,659,Python For Dummies,https://www.amazon.com/Python-Dummies-Stef-Maruch/dp/0471778648/ref=sr_1_660?qid=1676965304&s=books&sr=1-660,0471778648,https://www.amazon.com/dp/0471778648/
660,660,Fundamentals of Database Systems,https://www.amazon.com/Fundamentals-Database-Systems-Ramez-Elmasri/dp/0133970779/ref=sr_1_661?qid=1676965304&s=books&sr=1-661,0133970779,https://www.amazon.com/dp/0133970779/
661,661,Statistical Analysis with R For Dummies (For Dummies (Computers)),https://www.amazon.com/Statistical-Analysis-Dummies-Computers/dp/1119337062/ref=sr_1_657?qid=1676965304&s=books&sr=1-657,1119337062,https://www.amazon.com/dp/1119337062/
662,662,"Discovering Computers ©2018: Digital Technology, Data, and Devices",https://www.amazon.com/Discovering-Computers-%C2%A92018-Digital-Technology/dp/1337285102/ref=sr_1_658?qid=1676965304&s=books&sr=1-658,1337285102,https://www.amazon.com/dp/1337285102/
663,663,The Little Typer (The MIT Press),https://www.amazon.com/Little-Typer-MIT-Press/dp/0262536439/ref=sr_1_659?qid=1676965304&s=books&sr=1-659,0262536439,https://www.amazon.com/dp/0262536439/
664,664,Search Engine Optimization All-in-One For Dummies (For Dummies (Business & Personal Finance)),https://www.amazon.com/Optimization-Dummies-Business-Personal-Finance/dp/1119837499/ref=sr_1_660?qid=1676965304&s=books&sr=1-660,1119837499,https://www.amazon.com/dp/1119837499/
665,665,"SOLIDWORKS 2022 Basic Tools: Getting started with Parts, Assemblies and Drawings",https://www.amazon.com/SOLIDWORKS-2022-Basic-Tools-Assemblies/dp/1630574643/ref=sr_1_661?qid=1676965304&s=books&sr=1-661,1630574643,https://www.amazon.com/dp/1630574643/
666,666,Computer Programming for Absolute Beginners: Learn essential computer science concepts and coding techniques to kick-start your programming career,https://www.amazon.com/Computer-Programming-Absolute-Beginners-programming/dp/1839216867/ref=sr_1_662?qid=1676965304&s=books&sr=1-662,1839216867,https://www.amazon.com/dp/1839216867/
667,667,CCT/CCNA Routing and Switching All-in-One Exam Guide (Exams 100-490 & 200-301),https://www.amazon.com/Routing-Switching-100-490-200-301-Certification/dp/1260469778/ref=sr_1_663?qid=1676965304&s=books&sr=1-663,1260469778,https://www.amazon.com/dp/1260469778/
668,668,Algorithms for Optimization (The MIT Press),https://www.amazon.com/Algorithms-Optimization-Press-Mykel-Kochenderfer/dp/0262039427/ref=sr_1_664?qid=1676965304&s=books&sr=1-664,0262039427,https://www.amazon.com/dp/0262039427/
669,669,Make Your Own Neural Network,https://www.amazon.com/Make-Your-Own-Neural-Network/dp/1530826608/ref=sr_1_665?qid=1676965304&s=books&sr=1-665,1530826608,https://www.amazon.com/dp/1530826608/
670,670,Algorithms Illuminated: Omnibus Edition,https://www.amazon.com/Algorithms-Illuminated-Omnibus-Tim-Roughgarden/dp/0999282980/ref=sr_1_666?qid=1676965304&s=books&sr=1-666,0999282980,https://www.amazon.com/dp/0999282980/
671,671,Learning React: Modern Patterns for Developing React Apps,https://www.amazon.com/Learning-React-Modern-Patterns-Developing/dp/1492051721/ref=sr_1_667?qid=1676965304&s=books&sr=1-667,1492051721,https://www.amazon.com/dp/1492051721/
672,672,AWS Certified Solutions Architect Associate Training Notes,https://www.amazon.com/Certified-Solutions-Architect-Associate-Training/dp/B08RRGMQMH/ref=sr_1_673?qid=1676965312&s=books&sr=1-673,B08RRGMQMH,https://www.amazon.com/dp/B08RRGMQMH/
673,673,Algorithm Design,https://www.amazon.com/Algorithm-Design-Jon-Kleinberg/dp/0321295358/ref=sr_1_674?qid=1676965312&s=books&sr=1-674,0321295358,https://www.amazon.com/dp/0321295358/
674,674,"Introduction to Java Programming and Data Structures, Comprehensive Version",https://www.amazon.com/Introduction-Programming-Structures-Comprehensive-Version/dp/0134670949/ref=sr_1_675?qid=1676965312&s=books&sr=1-675,0134670949,https://www.amazon.com/dp/0134670949/
675,675,"Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars, LEGO, and Rubber Ducks",https://www.amazon.com/Bayesian-Statistics-Fun-Will-Kurt/dp/1593279566/ref=sr_1_676?qid=1676965312&s=books&sr=1-676,1593279566,https://www.amazon.com/dp/1593279566/
676,676,Ethical Hacking: A Hands-on Introduction to Breaking In,https://www.amazon.com/Ethical-Hacking-Hands-Introduction-Breaking/dp/1718501870/ref=sr_1_677?qid=1676965312&s=books&sr=1-677,1718501870,https://www.amazon.com/dp/1718501870/
677,677,iPhone For Seniors For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/iPhone-Seniors-Dummies-Dwight-Spivey/dp/1119837189/ref=sr_1_673?qid=1676965312&s=books&sr=1-673,1119837189,https://www.amazon.com/dp/1119837189/
678,678,"Fluent Python: Clear, Concise, and Effective Programming",https://www.amazon.com/Fluent-Python-Concise-Effective-Programming/dp/1491946008/ref=sr_1_674?qid=1676965312&s=books&sr=1-674,1491946008,https://www.amazon.com/dp/1491946008/
679,679,The Ghidra Book: The Definitive Guide,https://www.amazon.com/Ghidra-Book-Definitive-Guide/dp/1718501021/ref=sr_1_675?qid=1676965312&s=books&sr=1-675,1718501021,https://www.amazon.com/dp/1718501021/
680,680,"The Business Case for AI: A Leader's Guide to AI Strategies, Best Practices & Real-World Applications",https://www.amazon.com/Business-Case-Strategies-Real-World-Applications-ebook/dp/B09TRS55K8/ref=sr_1_676?qid=1676965312&s=books&sr=1-676,B09TRS55K8,https://www.amazon.com/dp/B09TRS55K8/
681,681,Probabilistic Graphical Models: Principles and Techniques (Adaptive Computation and Machine Learning series),https://www.amazon.com/Probabilistic-Graphical-Models-Principles-Computation/dp/0262013193/ref=sr_1_677?qid=1676965312&s=books&sr=1-677,0262013193,https://www.amazon.com/dp/0262013193/
682,682,"Absolute Beginner's Guide Computer Basics, Windows 11 Edition",https://www.amazon.com/Computer-Basics-Absolute-Beginners-Windows/dp/0137885776/ref=sr_1_678?qid=1676965312&s=books&sr=1-678,0137885776,https://www.amazon.com/dp/0137885776/
683,683,"CISA – Certified Information Systems Auditor Study Guide: Aligned with the CISA Review Manual 2019 to help you audit, monitor, and assess information systems",https://www.amazon.com/CISA-Certified-Information-Systems-information/dp/1838989587/ref=sr_1_679?qid=1676965312&s=books&sr=1-679,1838989587,https://www.amazon.com/dp/1838989587/
684,684,Official Google Cloud Certified Associate Cloud Engineer Study Guide,https://www.amazon.com/Google-Cloud-Certified-Associate-Engineer/dp/1119564417/ref=sr_1_680?qid=1676965312&s=books&sr=1-680,1119564417,https://www.amazon.com/dp/1119564417/
685,685,Information Dashboard Design: Displaying Data for At-a-Glance Monitoring,https://www.amazon.com/Information-Dashboard-Design-At-Glance/dp/1938377001/ref=sr_1_681?qid=1676965312&s=books&sr=1-681,1938377001,https://www.amazon.com/dp/1938377001/
686,686,"Practical Tableau: 100 Tips, Tutorials, and Strategies from a Tableau Zen Master",https://www.amazon.com/Practical-Tableau-Tutorials-Strategies-Master/dp/1491977310/ref=sr_1_682?qid=1676965312&s=books&sr=1-682,1491977310,https://www.amazon.com/dp/1491977310/
687,687,Security Engineering: A Guide to Building Dependable Distributed Systems,https://www.amazon.com/Security-Engineering-Building-Dependable-Distributed/dp/1119642787/ref=sr_1_683?qid=1676965312&s=books&sr=1-683,1119642787,https://www.amazon.com/dp/1119642787/
688,688,HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),https://www.amazon.com/Guide-Data-Analytics-Basics-Managers/dp/1633694283/ref=sr_1_689?qid=1676965321&s=books&sr=1-689,1633694283,https://www.amazon.com/dp/1633694283/
689,689,Mastering Access 365: An Easy Guide to Building Efficient Databases for Managing Your Data,https://www.amazon.com/Mastering-Access-365-Efficient-Databases/dp/1916211399/ref=sr_1_690?qid=1676965321&s=books&sr=1-690,1916211399,https://www.amazon.com/dp/1916211399/
690,690,Computer & Internet Security: A Hands-on Approach,https://www.amazon.com/Computer-Internet-Security-Hands-Approach/dp/1733003940/ref=sr_1_691?qid=1676965321&s=books&sr=1-691,1733003940,https://www.amazon.com/dp/1733003940/
691,691,CEHv12- Certified Ethical Hacker : Study Guide with Practice Questions and Labs: First Edition - 2023,https://www.amazon.com/CEHv12-Certified-Ethical-Hacker-Questions/dp/B0BRM26YH3/ref=sr_1_692?qid=1676965321&s=books&sr=1-692,B0BRM26YH3,https://www.amazon.com/dp/B0BRM26YH3/
692,692,"Modern Robotics: Mechanics, Planning, and Control",https://www.amazon.com/Modern-Robotics-Mechanics-Planning-Control/dp/1107156300/ref=sr_1_693?qid=1676965321&s=books&sr=1-693,1107156300,https://www.amazon.com/dp/1107156300/
693,693,"Foundations of Game Engine Development, Volume 1: Mathematics",https://www.amazon.com/Foundations-Game-Engine-Development-Mathematics/dp/0985811749/ref=sr_1_689?qid=1676965321&s=books&sr=1-689,0985811749,https://www.amazon.com/dp/0985811749/
694,694,A Smarter Way to Learn JavaScript. The new tech-assisted approach that requires half the effort,https://www.amazon.com/Smarter-JavaScript-tech-assisted-approach-requires/dp/1497408180/ref=sr_1_690?qid=1676965321&s=books&sr=1-690,1497408180,https://www.amazon.com/dp/1497408180/
695,695,Dynamo for Civil 3D,https://www.amazon.com/Dynamo-Civil-3D-Anton-Huizinga/dp/B0BW2C6M8J/ref=sr_1_691?qid=1676965321&s=books&sr=1-691,B0BW2C6M8J,https://www.amazon.com/dp/B0BW2C6M8J/
696,696,AWS Certified Cloud Practitioner Training Notes 2019: Fast-track your exam success with the ultimate cheat sheet for the CLF-C01 exam,https://www.amazon.com/Certified-Cloud-Practitioner-Training-Notes/dp/1073015513/ref=sr_1_692?qid=1676965321&s=books&sr=1-692,1073015513,https://www.amazon.com/dp/1073015513/
697,697,"Mastering Windows Server 2019: The complete guide for system administrators to install, manage, and deploy new capabilities with Windows Server 2019, 3rd Edition",https://www.amazon.com/Mastering-Windows-Server-2019-administrators/dp/1801078319/ref=sr_1_693?qid=1676965321&s=books&sr=1-693,1801078319,https://www.amazon.com/dp/1801078319/
698,698,Digital Design and Computer Architecture,https://www.amazon.com/Digital-Design-Computer-Architecture-Harris/dp/0123944244/ref=sr_1_694?qid=1676965321&s=books&sr=1-694,0123944244,https://www.amazon.com/dp/0123944244/
699,699,"The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)",https://www.amazon.com/Python-Bible-Beginner-Intermediate-Learning-ebook/dp/B0868PZBCJ/ref=sr_1_695?qid=1676965321&s=books&sr=1-695,B0868PZBCJ,https://www.amazon.com/dp/B0868PZBCJ/
700,700,Cybersecurity Essentials,https://www.amazon.com/Cybersecurity-Essentials-Charles-J-Brooks/dp/1119362393/ref=sr_1_696?qid=1676965321&s=books&sr=1-696,1119362393,https://www.amazon.com/dp/1119362393/
701,701,Computers Made Easy: From Dummy To Geek,https://www.amazon.com/Computers-Made-Easy-Dummy-Geek/dp/B084DFQT25/ref=sr_1_697?qid=1676965321&s=books&sr=1-697,B084DFQT25,https://www.amazon.com/dp/B084DFQT25/
702,702,Word For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Word-Dummies-Dan-Gookin/dp/1119829178/ref=sr_1_698?qid=1676965321&s=books&sr=1-698,1119829178,https://www.amazon.com/dp/1119829178/
703,703,Probabilistic Machine Learning: Advanced Topics (Adaptive Computation and Machine Learning series),https://www.amazon.com/Probabilistic-Machine-Learning-Advanced-Computation/dp/0262048434/ref=sr_1_699?qid=1676965321&s=books&sr=1-699,0262048434,https://www.amazon.com/dp/0262048434/
704,704,Embedded Systems with ARM Cortex-M Microcontrollers in Assembly Language and C: Third Edition,https://www.amazon.com/Embedded-Cortex-M-Microcontrollers-Assembly-Language/dp/0982692668/ref=sr_1_705?qid=1676965329&s=books&sr=1-705,0982692668,https://www.amazon.com/dp/0982692668/
705,705,Macs All-in-One For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Macs-All-One-Dummies-Computer/dp/1119607981/ref=sr_1_706?qid=1676965329&s=books&sr=1-706,1119607981,https://www.amazon.com/dp/1119607981/
706,706,Kali Linux Penetration Testing Bible,https://www.amazon.com/Kali-Linux-Penetration-Testing-Bible/dp/1119719089/ref=sr_1_707?qid=1676965329&s=books&sr=1-707,1119719089,https://www.amazon.com/dp/1119719089/
707,707,"SQL Practice Problems: 57 beginning, intermediate, and advanced challenges for you to solve using a “learn-by-doing” approach",https://www.amazon.com/SQL-Practice-Problems-learn-doing/dp/1520807635/ref=sr_1_708?qid=1676965329&s=books&sr=1-708,1520807635,https://www.amazon.com/dp/1520807635/
708,708,The Software Architect Elevator: Redefining the Architect's Role in the Digital Enterprise,https://www.amazon.com/Software-Architect-Elevator-Redefining-Architects/dp/1492077542/ref=sr_1_709?qid=1676965329&s=books&sr=1-709,1492077542,https://www.amazon.com/dp/1492077542/
709,709,Commercial Design Using Autodesk Revit 2022,https://www.amazon.com/Commercial-Design-Using-Autodesk-Revit/dp/1630574473/ref=sr_1_705?qid=1676965329&s=books&sr=1-705,1630574473,https://www.amazon.com/dp/1630574473/
710,710,Security+ Practice Tests (SY0-601): Prepare for the SY0-601 Exam with CertMike,https://www.amazon.com/Security-Practice-Tests-SY0-601-CertMike-ebook/dp/B08GBPKDV4/ref=sr_1_706?qid=1676965329&s=books&sr=1-706,B08GBPKDV4,https://www.amazon.com/dp/B08GBPKDV4/
711,711,Raspberry Pi For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Raspberry-Pi-Dummies-Sean-McManus/dp/1119796822/ref=sr_1_707?qid=1676965329&s=books&sr=1-707,1119796822,https://www.amazon.com/dp/1119796822/
712,712,Digital Photography: A Basic Manual,https://www.amazon.com/Digital-Photography-Manual-Henry-Horenstein/dp/0316020745/ref=sr_1_708?qid=1676965329&s=books&sr=1-708,0316020745,https://www.amazon.com/dp/0316020745/
713,713,AutoCAD 2022 Instructor,https://www.amazon.com/AutoCAD-2022-Instructor-James-Leach/dp/1630574201/ref=sr_1_709?qid=1676965329&s=books&sr=1-709,1630574201,https://www.amazon.com/dp/1630574201/
714,714,"Windows Internals, Part 2 (Developer Reference)",https://www.amazon.com/Windows-Internals-Part-2-7th/dp/0135462401/ref=sr_1_710?qid=1676965329&s=books&sr=1-710,0135462401,https://www.amazon.com/dp/0135462401/
715,715,Official (ISC)2® Guide to the CAP® CBK® ((ISC)2 Press),https://www.amazon.com/Official-Guide-CAP%C2%AE-CBK%C2%AE-Press/dp/1439820759/ref=sr_1_711?qid=1676965329&s=books&sr=1-711,1439820759,https://www.amazon.com/dp/1439820759/
716,716,Designing Interfaces: Patterns for Effective Interaction Design,https://www.amazon.com/Designing-Interfaces-Patterns-Effective-Interaction/dp/1492051969/ref=sr_1_712?qid=1676965329&s=books&sr=1-712,1492051969,https://www.amazon.com/dp/1492051969/
717,717,SQL Pocket Guide: A Guide to SQL Usage,https://www.amazon.com/SQL-Pocket-Guide-Usage/dp/1492090409/ref=sr_1_713?qid=1676965329&s=books&sr=1-713,1492090409,https://www.amazon.com/dp/1492090409/
718,718,Impractical Python Projects: Playful Programming Activities to Make You Smarter,https://www.amazon.com/Impractical-Python-Projects-Programming-Activities/dp/159327890X/ref=sr_1_714?qid=1676965329&s=books&sr=1-714,159327890X,https://www.amazon.com/dp/159327890X/
719,719,Django for Beginners: Build Websites with Python and Django (Welcome to Django),https://www.amazon.com/Django-Beginners-Build-Websites-Python/dp/1735467200/ref=sr_1_715?qid=1676965329&s=books&sr=1-715,1735467200,https://www.amazon.com/dp/1735467200/
720,720,Cisco Certified DevNet Associate DEVASC 200-901 Official Cert Guide,https://www.amazon.com/Certified-DevNet-Associate-200-901-Official/dp/0136642969/ref=sr_1_721?qid=1676965336&s=books&sr=1-721,0136642969,https://www.amazon.com/dp/0136642969/
721,721,"Windows PowerShell in 24 Hours, Sams Teach Yourself",https://www.amazon.com/Teach-Yourself-Windows-PowerShell-Hours/dp/0672337282/ref=sr_1_722?qid=1676965336&s=books&sr=1-722,0672337282,https://www.amazon.com/dp/0672337282/
722,722,Cybersecurity: The Beginner's Guide: A comprehensive guide to getting started in cybersecurity,https://www.amazon.com/Cybersecurity-Beginners-comprehensive-getting-cybersecurity/dp/1789616190/ref=sr_1_723?qid=1676965336&s=books&sr=1-723,1789616190,https://www.amazon.com/dp/1789616190/
723,723,Text as Data: A New Framework for Machine Learning and the Social Sciences,https://www.amazon.com/Text-Data-Framework-Learning-Sciences/dp/0691207550/ref=sr_1_724?qid=1676965336&s=books&sr=1-724,0691207550,https://www.amazon.com/dp/0691207550/
724,724,"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition",https://www.amazon.com/Learn-Python-Programming-depth-introduction/dp/1801815097/ref=sr_1_725?qid=1676965336&s=books&sr=1-725,1801815097,https://www.amazon.com/dp/1801815097/
725,725,"R in Action, Third Edition: Data analysis and graphics with R and Tidyverse",https://www.amazon.com/Action-Third-Robert-I-Kabacoff/dp/1617296058/ref=sr_1_721?qid=1676965336&s=books&sr=1-721,1617296058,https://www.amazon.com/dp/1617296058/
726,726,"Mastering Embedded Linux Programming: Create fast and reliable embedded solutions with Linux 5.4 and the Yocto Project 3.1 (Dunfell), 3rd Edition",https://www.amazon.com/Mastering-Embedded-Linux-Programming-potential/dp/1789530385/ref=sr_1_722?qid=1676965336&s=books&sr=1-722,1789530385,https://www.amazon.com/dp/1789530385/
727,727,Microsoft Excel Pivot Table Data Crunching (Office 2021 and Microsoft 365) (Business Skills),https://www.amazon.com/Microsoft-Crunching-Office-Business-Skills/dp/0137521839/ref=sr_1_723?qid=1676965336&s=books&sr=1-723,0137521839,https://www.amazon.com/dp/0137521839/
728,728,"Front-End Back-End Development with HTML, CSS, JavaScript, jQuery, PHP, and MySQL",https://www.amazon.com/Front-End-Back-End-Development-JavaScript-jQuery/dp/1119813085/ref=sr_1_724?qid=1676965336&s=books&sr=1-724,1119813085,https://www.amazon.com/dp/1119813085/
729,729,Android Phones for Seniors in easy steps,https://www.amazon.com/Android-Phones-Seniors-easy-steps/dp/1840789425/ref=sr_1_725?qid=1676965336&s=books&sr=1-725,1840789425,https://www.amazon.com/dp/1840789425/
730,730,"Sketchnote Handbook, The: the illustrated guide to visual note taking",https://www.amazon.com/Sketchnote-Handbook-illustrated-visual-taking/dp/0321857895/ref=sr_1_726?qid=1676965336&s=books&sr=1-726,0321857895,https://www.amazon.com/dp/0321857895/
731,731,Pro C# 10 with .NET 6: Foundational Principles and Practices in Programming,https://www.amazon.com/Pro-NET-Foundational-Principles-Programming/dp/1484278682/ref=sr_1_727?qid=1676965336&s=books&sr=1-727,1484278682,https://www.amazon.com/dp/1484278682/
