,index,titles,urls,asin,asin_url
328,328,Teach Yourself VISUALLY iPhone 14 (Teach Yourself VISUALLY (Tech)),https://www.amazon.com/Teach-Yourself-VISUALLY-iPhone-Tech/dp/1394156049/ref=sr_1_324?qid=1676965131&s=books&sr=1-324,1394156049,https://www.amazon.com/dp/1394156049/
329,329,Excel 2019 All-in-One For Dummies,https://www.amazon.com/Excel-2019-All-One-Dummies/dp/111951794X/ref=sr_1_325?qid=1676965131&s=books&sr=1-325,111951794X,https://www.amazon.com/dp/111951794X/
330,330,"Java: The Complete Reference, Twelfth Edition",https://www.amazon.com/Java-Complete-Reference-Herbert-Schildt/dp/1260463419/ref=sr_1_326?qid=1676965131&s=books&sr=1-326,1260463419,https://www.amazon.com/dp/1260463419/
331,331,CCNP Enterprise Core ENCOR 350-401 and Advanced Routing ENARSI 300-410 Official Cert Guide Library,https://www.amazon.com/Enterprise-350-401-Advanced-Routing-Official/dp/1587147114/ref=sr_1_327?qid=1676965131&s=books&sr=1-327,1587147114,https://www.amazon.com/dp/1587147114/
332,332,Exploring GPT-3: An unofficial first look at the general-purpose language processing API from OpenAI,https://www.amazon.com/Exploring-GPT-3-unofficial-general-purpose-processing-ebook/dp/B091FYY725/ref=sr_1_328?qid=1676965131&s=books&sr=1-328,B091FYY725,https://www.amazon.com/dp/B091FYY725/
333,333,"Strategic Writing for UX: Drive Engagement, Conversion, and Retention with Every Word",https://www.amazon.com/Strategic-Writing-Engagement-Conversion-Retention/dp/1492049395/ref=sr_1_329?qid=1676965131&s=books&sr=1-329,1492049395,https://www.amazon.com/dp/1492049395/
334,334,UNIX and Linux System Administration Handbook,https://www.amazon.com/UNIX-Linux-System-Administration-Handbook/dp/0134277554/ref=sr_1_330?qid=1676965131&s=books&sr=1-330,0134277554,https://www.amazon.com/dp/0134277554/
335,335,Teach Yourself VISUALLY MacBook Pro & MacBook Air (Teach Yourself VISUALLY (Tech)),https://www.amazon.com/Teach-Yourself-VISUALLY-MacBook-Tech/dp/1119892996/ref=sr_1_331?qid=1676965131&s=books&sr=1-331,1119892996,https://www.amazon.com/dp/1119892996/
336,336,Introducing Python: Modern Computing in Simple Packages,https://www.amazon.com/Introducing-Python-Modern-Computing-Packages/dp/1492051365/ref=sr_1_337?qid=1676965140&s=books&sr=1-337,1492051365,https://www.amazon.com/dp/1492051365/
337,337,Level Up! The Guide to Great Video Game Design,https://www.amazon.com/Level-Guide-Great-Video-Design/dp/1118877160/ref=sr_1_338?qid=1676965140&s=books&sr=1-338,1118877160,https://www.amazon.com/dp/1118877160/
338,338,3D Printing For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/3D-Printing-Dummies-Computers/dp/1119386314/ref=sr_1_339?qid=1676965140&s=books&sr=1-339,1119386314,https://www.amazon.com/dp/1119386314/
339,339,Running Lean: Iterate from Plan A to a Plan That Works,https://www.amazon.com/Running-Lean-Iterate-Plan-Works/dp/1098108779/ref=sr_1_340?qid=1676965140&s=books&sr=1-340,1098108779,https://www.amazon.com/dp/1098108779/
340,340,Patterns of Enterprise Application Architecture,https://www.amazon.com/Patterns-Enterprise-Application-Architecture-Martin/dp/0321127420/ref=sr_1_341?qid=1676965140&s=books&sr=1-341,0321127420,https://www.amazon.com/dp/0321127420/
341,341,Fanuc CNC Custom Macros (Volume 1),https://www.amazon.com/Fanuc-Custom-Macros-Peter-Smid/dp/0831131578/ref=sr_1_337?qid=1676965140&s=books&sr=1-337,0831131578,https://www.amazon.com/dp/0831131578/
342,342,"Introduction to Computation and Programming Using Python, third edition: With Application to Computational Modeling and Understanding Data",https://www.amazon.com/Introduction-Computation-Programming-Using-Python/dp/0262542366/ref=sr_1_338?qid=1676965140&s=books&sr=1-338,0262542366,https://www.amazon.com/dp/0262542366/
343,343,SketchUp For Dummies,https://www.amazon.com/SketchUp-All-Dummies-Aidan-Chopra/dp/1119617936/ref=sr_1_339?qid=1676965140&s=books&sr=1-339,1119617936,https://www.amazon.com/dp/1119617936/
344,344,Murach's MySQL (3rd Edition),https://www.amazon.com/Murachs-MySQL-3rd-Joel-Murach/dp/1943872368/ref=sr_1_340?qid=1676965140&s=books&sr=1-340,1943872368,https://www.amazon.com/dp/1943872368/
345,345,A Practical Guide to SysML: The Systems Modeling Language (The MK/OMG Press),https://www.amazon.com/Practical-Guide-SysML-Modeling-Language/dp/0128002026/ref=sr_1_341?qid=1676965140&s=books&sr=1-341,0128002026,https://www.amazon.com/dp/0128002026/
346,346,React Key Concepts: Consolidate your knowledge of React's core features,https://www.amazon.com/React-Key-Concepts-Consolidate-knowledge/dp/1803234504/ref=sr_1_342?qid=1676965140&s=books&sr=1-342,1803234504,https://www.amazon.com/dp/1803234504/
347,347,The Art of Statistics: How to Learn from Data,https://www.amazon.com/Art-Statistics-How-Learn-Data/dp/1541675703/ref=sr_1_343?qid=1676965140&s=books&sr=1-343,1541675703,https://www.amazon.com/dp/1541675703/
348,348,"Effective Data Storytelling: How to Drive Change with Data, Narrative and Visuals",https://www.amazon.com/Effective-Data-Storytelling-Narrative-Visuals/dp/1119615712/ref=sr_1_344?qid=1676965140&s=books&sr=1-344,1119615712,https://www.amazon.com/dp/1119615712/
349,349,Hard Real-Time Embedded Software Development,https://www.amazon.com/Hard-Real-Time-Embedded-Software-Development/dp/B0BVTFSWSN/ref=sr_1_345?qid=1676965140&s=books&sr=1-345,B0BVTFSWSN,https://www.amazon.com/dp/B0BVTFSWSN/
350,350,"RHCSA Red Hat Enterprise Linux 8 (UPDATED): Training and Exam Preparation Guide (EX200), Second Edition",https://www.amazon.com/RHCSA-Red-Enterprise-Linux-UPDATED/dp/1775062147/ref=sr_1_346?qid=1676965140&s=books&sr=1-346,1775062147,https://www.amazon.com/dp/1775062147/
351,351,Computer Science Illuminated,https://www.amazon.com/Computer-Science-Illuminated-Nell-Dale/dp/1284155617/ref=sr_1_347?qid=1676965140&s=books&sr=1-347,1284155617,https://www.amazon.com/dp/1284155617/
352,352,"Workflow Automation with Microsoft Power Automate: Use business process automation to achieve digital transformation with minimal code, 2nd Edition",https://www.amazon.com/Workflow-Automation-Microsoft-Power-Automate/dp/1803237678/ref=sr_1_353?qid=1676965146&s=books&sr=1-353,1803237678,https://www.amazon.com/dp/1803237678/
353,353,"Python Machine Learning: Machine Learning and Deep Learning with Python, scikit-learn, and TensorFlow 2, 3rd Edition",https://www.amazon.com/Python-Machine-Learning-scikit-learn-TensorFlow/dp/1789955750/ref=sr_1_354?qid=1676965146&s=books&sr=1-354,1789955750,https://www.amazon.com/dp/1789955750/
354,354,About Face: The Essentials of Interaction Design,https://www.amazon.com/About-Face-Essentials-Interaction-Design/dp/1118766571/ref=sr_1_355?qid=1676965146&s=books&sr=1-355,1118766571,https://www.amazon.com/dp/1118766571/
355,355,"Art of Computer Programming, The: Combinatorial Algorithms, Volume 4B",https://www.amazon.com/Art-Computer-Programming-Combinatorial-Information/dp/0201038064/ref=sr_1_356?qid=1676965146&s=books&sr=1-356,0201038064,https://www.amazon.com/dp/0201038064/
356,356,Artificial Intelligence For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Artificial-Intelligence-Dummies-John-Mueller/dp/1119796768/ref=sr_1_357?qid=1676965146&s=books&sr=1-357,1119796768,https://www.amazon.com/dp/1119796768/
357,357,MacBook For Dummies,https://www.amazon.com/MacBook-Dummies-Computer-Tech/dp/1119775663/ref=sr_1_353?qid=1676965146&s=books&sr=1-353,1119775663,https://www.amazon.com/dp/1119775663/
358,358,"Python Flash Cards: Syntax, Concepts, and Examples",https://www.amazon.com/Python-Flash-Cards-Concepts-Examples/dp/1593278969/ref=sr_1_354?qid=1676965146&s=books&sr=1-354,1593278969,https://www.amazon.com/dp/1593278969/
359,359,CompTIA Security+ Practice Tests: Exam SY0-601,https://www.amazon.com/CompTIA-Security-Practice-Tests-SY0-601/dp/1119735467/ref=sr_1_355?qid=1676965146&s=books&sr=1-355,1119735467,https://www.amazon.com/dp/1119735467/
360,360,Database Internals: A Deep Dive into How Distributed Data Systems Work,https://www.amazon.com/Database-Internals-Deep-Distributed-Systems/dp/1492040347/ref=sr_1_356?qid=1676965146&s=books&sr=1-356,1492040347,https://www.amazon.com/dp/1492040347/
361,361,Test Driven Development: By Example,https://www.amazon.com/Test-Driven-Development-Kent-Beck/dp/0321146530/ref=sr_1_357?qid=1676965146&s=books&sr=1-357,0321146530,https://www.amazon.com/dp/0321146530/
362,362,"The Little SAS® Book: A Primer, Sixth Edition",https://www.amazon.com/Little-SAS-Book-Primer-Sixth/dp/1642952834/ref=sr_1_358?qid=1676965146&s=books&sr=1-358,1642952834,https://www.amazon.com/dp/1642952834/
363,363,iPhone For Seniors For Dummies,https://www.amazon.com/iPhone-Seniors-Dummies-Dwight-Spivey/dp/1119912849/ref=sr_1_359?qid=1676965146&s=books&sr=1-359,1119912849,https://www.amazon.com/dp/1119912849/
364,364,Effective TypeScript: 62 Specific Ways to Improve Your TypeScript,https://www.amazon.com/Effective-TypeScript-Specific-Ways-Improve/dp/1492053740/ref=sr_1_360?qid=1676965146&s=books&sr=1-360,1492053740,https://www.amazon.com/dp/1492053740/
365,365,Systems Engineering Principles and Practice (Wiley Series in Systems Engineering and Management),https://www.amazon.com/Systems-Engineering-Principles-Practice-Management/dp/1119516668/ref=sr_1_361?qid=1676965146&s=books&sr=1-361,1119516668,https://www.amazon.com/dp/1119516668/
366,366,Project Zero Trust: A Story About a Strategy for Aligning Security and the Business,https://www.amazon.com/Project-Zero-Trust-Strategy-Aligning/dp/B0BG6D1J26/ref=sr_1_362?qid=1676965146&s=books&sr=1-362,B0BG6D1J26,https://www.amazon.com/dp/B0BG6D1J26/
367,367,Excel VBA Programming For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Excel-Programming-Dummies-Computer-Tech/dp/1119843073/ref=sr_1_363?qid=1676965146&s=books&sr=1-363,1119843073,https://www.amazon.com/dp/1119843073/
368,368,Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaw's Hard Way Series),https://www.amazon.com/Learn-Python-Hard-Way-Introduction/dp/0134692888/ref=sr_1_369?qid=1676965153&s=books&sr=1-369,0134692888,https://www.amazon.com/dp/0134692888/
369,369,Zag: The Number One Strategy of High-Performance Brands,https://www.amazon.com/Zag-Number-Strategy-High-Performance-Brands/dp/0321426770/ref=sr_1_370?qid=1676965153&s=books&sr=1-370,0321426770,https://www.amazon.com/dp/0321426770/
370,370,Effective Python: 90 Specific Ways to Write Better Python (Effective Software Development Series),https://www.amazon.com/Effective-Python-Specific-Software-Development/dp/0134853989/ref=sr_1_371?qid=1676965153&s=books&sr=1-371,0134853989,https://www.amazon.com/dp/0134853989/
371,371,"Cloud Native AI and Machine Learning on AWS: Use SageMaker for building ML models, automate MLOps, and take advantage of numerous AWS AI services (English Edition)",https://www.amazon.com/Cloud-Native-Machine-Learning-AWS-ebook/dp/B0BVQV9JBR/ref=sr_1_372?qid=1676965153&s=books&sr=1-372,B0BVQV9JBR,https://www.amazon.com/dp/B0BVQV9JBR/
372,372,Microsoft Project 2019 Step by Step,https://www.amazon.com/Microsoft-Project-2019-Step/dp/1509307427/ref=sr_1_373?qid=1676965153&s=books&sr=1-373,1509307427,https://www.amazon.com/dp/1509307427/
373,373,"Practical Autodesk AutoCAD 2023 and AutoCAD LT 2023: A beginner's guide to 2D drafting and 3D modeling with Autodesk AutoCAD, 2nd Edition",https://www.amazon.com/Practical-Autodesk-AutoCAD-2023-beginners/dp/1801816468/ref=sr_1_369?qid=1676965153&s=books&sr=1-369,1801816468,https://www.amazon.com/dp/1801816468/
374,374,"Google Ads (AdWords) Workbook (2023): Advertising on Google Ads, YouTube, & the Display Network (2023 Marketing - Social Media, SEO, & Online Ads Books)",https://www.amazon.com/Google-Ads-AdWords-Workbook-Advertising/dp/B0BL4VR5GN/ref=sr_1_370?qid=1676965153&s=books&sr=1-370,B0BL4VR5GN,https://www.amazon.com/dp/B0BL4VR5GN/
375,375,R For Dummies,https://www.amazon.com/R-Dummies-Andrie-Vries/dp/1119055806/ref=sr_1_371?qid=1676965153&s=books&sr=1-371,1119055806,https://www.amazon.com/dp/1119055806/
376,376,Quantum Computing for Everyone (Mit Press),https://www.amazon.com/Quantum-Computing-Everyone-Mit-Press/dp/0262539535/ref=sr_1_372?qid=1676965153&s=books&sr=1-372,0262539535,https://www.amazon.com/dp/0262539535/
377,377,Learning TypeScript: Enhance Your Web Development Skills Using Type-Safe JavaScript,https://www.amazon.com/Learning-TypeScript-Development-Type-Safe-JavaScript/dp/1098110331/ref=sr_1_373?qid=1676965153&s=books&sr=1-373,1098110331,https://www.amazon.com/dp/1098110331/
378,378,Machine Learning Engineering in Action,https://www.amazon.com/Machine-Learning-Engineering-Action-Wilson/dp/1617298719/ref=sr_1_374?qid=1676965153&s=books&sr=1-374,1617298719,https://www.amazon.com/dp/1617298719/
379,379,Technology for Success and Shelly Cashman Series MicrosoftOffice 365 & Office 2019 (MindTap Course List),https://www.amazon.com/Technology-Success-Cashman-Microsoft-MindTap/dp/0357026381/ref=sr_1_375?qid=1676965153&s=books&sr=1-375,0357026381,https://www.amazon.com/dp/0357026381/
380,380,Podcasting For Dummies,https://www.amazon.com/Podcasting-Dummies-Tee-Morris/dp/1119711819/ref=sr_1_376?qid=1676965153&s=books&sr=1-376,1119711819,https://www.amazon.com/dp/1119711819/
381,381,Discovering Statistics Using R,https://www.amazon.com/Discovering-Statistics-Using-Andy-Field/dp/1446200469/ref=sr_1_377?qid=1676965153&s=books&sr=1-377,1446200469,https://www.amazon.com/dp/1446200469/
382,382,Pattern Recognition and Machine Learning (Information Science and Statistics),https://www.amazon.com/Pattern-Recognition-Learning-Information-Statistics/dp/0387310738/ref=sr_1_378?qid=1676965153&s=books&sr=1-378,0387310738,https://www.amazon.com/dp/0387310738/
383,383,AWS Certified Cloud Practitioner Training Notes,https://www.amazon.com/Certified-Cloud-Practitioner-Training-Notes/dp/B08RR5ZC1P/ref=sr_1_379?qid=1676965153&s=books&sr=1-379,B08RR5ZC1P,https://www.amazon.com/dp/B08RR5ZC1P/
384,384,Programming: Principles and Practice Using C++ (2nd Edition),https://www.amazon.com/Programming-Principles-Practice-Using-2nd/dp/0321992784/ref=sr_1_385?qid=1676965161&s=books&sr=1-385,0321992784,https://www.amazon.com/dp/0321992784/
385,385,Murach's Python Programming (2nd Edition),https://www.amazon.com/Murachs-Python-Programming-Joel-Murach/dp/1943872740/ref=sr_1_386?qid=1676965161&s=books&sr=1-386,1943872740,https://www.amazon.com/dp/1943872740/
386,386,C# 10 in a Nutshell: The Definitive Reference,https://www.amazon.com/C-10-Nutshell-Definitive-Reference/dp/1098121953/ref=sr_1_387?qid=1676965161&s=books&sr=1-387,1098121953,https://www.amazon.com/dp/1098121953/
387,387,The Linux Programming Interface: A Linux and UNIX System Programming Handbook,https://www.amazon.com/Linux-Programming-Interface-System-Handbook/dp/1593272200/ref=sr_1_388?qid=1676965161&s=books&sr=1-388,1593272200,https://www.amazon.com/dp/1593272200/
388,388,Exploring Arduino: Tools and Techniques for Engineering Wizardry,https://www.amazon.com/Exploring-Arduino-Techniques-Engineering-Wizardry/dp/1119405378/ref=sr_1_389?qid=1676965161&s=books&sr=1-389,1119405378,https://www.amazon.com/dp/1119405378/
389,389,"Excel 2023: The Easiest Way to Master Microsoft Excel in 7 Days. 200 Clear Illustrations and 100+ Exercises in This Step-by-Step Guide Designed for Absolute Newbie. Discover Formula, Charts and More",https://www.amazon.com/Excel-2023-Illustrations-Step-Step/dp/B0BKS8QXS4/ref=sr_1_385?qid=1676965161&s=books&sr=1-385,B0BKS8QXS4,https://www.amazon.com/dp/B0BKS8QXS4/
390,390,Managing and Using Information Systems: A Strategic Approach,https://www.amazon.com/Managing-Using-Information-Systems-Strategic/dp/111956056X/ref=sr_1_386?qid=1676965161&s=books&sr=1-386,111956056X,https://www.amazon.com/dp/111956056X/
391,391,Microsoft Azure Fundamentals Certification and Beyond: Simplified cloud concepts and core Azure fundamentals for absolute beginners to pass the AZ-900 exam,https://www.amazon.com/Microsoft-Azure-Fundamentals-Certification-Beyond/dp/1801073309/ref=sr_1_387?qid=1676965161&s=books&sr=1-387,1801073309,https://www.amazon.com/dp/1801073309/
392,392,Essentials of Human Anatomy & Physiology Laboratory Manual,https://www.amazon.com/Essentials-Anatomy-Physiology-Laboratory-Manual/dp/0134424832/ref=sr_1_388?qid=1676965161&s=books&sr=1-388,0134424832,https://www.amazon.com/dp/0134424832/
393,393,Python Pocket Reference: Python In Your Pocket (Pocket Reference (O'Reilly)),https://www.amazon.com/Python-Pocket-Reference-Your-OReilly/dp/1449357016/ref=sr_1_389?qid=1676965161&s=books&sr=1-389,1449357016,https://www.amazon.com/dp/1449357016/
394,394,Building Java Programs: A Back to Basics Approach,https://www.amazon.com/Building-Java-Programs-Basics-Approach/dp/013547194X/ref=sr_1_390?qid=1676965161&s=books&sr=1-390,013547194X,https://www.amazon.com/dp/013547194X/
395,395,"Programming in Lua, fourth edition",https://www.amazon.com/Programming-Lua-Fourth-Roberto-Ierusalimschy/dp/8590379868/ref=sr_1_391?qid=1676965161&s=books&sr=1-391,8590379868,https://www.amazon.com/dp/8590379868/
396,396,Adobe Photoshop Lightroom Classic Classroom in a Book (2022 release),https://www.amazon.com/Photoshop-Lightroom-Classic-Classroom-release/dp/0137625154/ref=sr_1_392?qid=1676965161&s=books&sr=1-392,0137625154,https://www.amazon.com/dp/0137625154/
397,397,Logic Pro - Apple Pro Training Series: Professional Music Production,https://www.amazon.com/Logic-Pro-Training-Professional-Production/dp/013790410X/ref=sr_1_393?qid=1676965161&s=books&sr=1-393,013790410X,https://www.amazon.com/dp/013790410X/
398,398,AWS Cookbook: Recipes for Success on AWS,https://www.amazon.com/AWS-Cookbook-Recipes-Success/dp/1492092606/ref=sr_1_394?qid=1676965161&s=books&sr=1-394,1492092606,https://www.amazon.com/dp/1492092606/
399,399,"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition",https://www.amazon.com/Mathletics-Gamblers-Managers-Mathematics-Sports/dp/0691177627/ref=sr_1_395?qid=1676965161&s=books&sr=1-395,0691177627,https://www.amazon.com/dp/0691177627/
400,400,The Kaggle Book: Data analysis and machine learning for competitive data science,https://www.amazon.com/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_401?qid=1676965170&s=books&sr=1-401,1801817472,https://www.amazon.com/dp/1801817472/
401,401,"Product Management in Practice: A Practical, Tactical Guide for Your First Day and Every Day After",https://www.amazon.com/Product-Management-Practice-Practical-Tactical/dp/1098119738/ref=sr_1_402?qid=1676965170&s=books&sr=1-402,1098119738,https://www.amazon.com/dp/1098119738/
402,402,Version Control with Git: Powerful Tools and Techniques for Collaborative Software Development,https://www.amazon.com/Version-Control-Git-Collaborative-Development/dp/1492091197/ref=sr_1_403?qid=1676965170&s=books&sr=1-403,1492091197,https://www.amazon.com/dp/1492091197/
403,403,Data Analysis for Social Science: A Friendly and Practical Introduction,https://www.amazon.com/Data-Analysis-Social-Science-Introduction/dp/0691199434/ref=sr_1_404?qid=1676965170&s=books&sr=1-404,0691199434,https://www.amazon.com/dp/0691199434/
404,404,"CISA Certified Information Systems Auditor All-in-One Exam Guide, Fourth Edition",https://www.amazon.com/Certified-Information-Systems-Auditor-Fourth/dp/1260458806/ref=sr_1_405?qid=1676965170&s=books&sr=1-405,1260458806,https://www.amazon.com/dp/1260458806/
405,405,Guide To Computer Forensics and Investigations - Standalone Book,https://www.amazon.com/Guide-Computer-Forensics-Investigations-Standalone/dp/1337568945/ref=sr_1_401?qid=1676965170&s=books&sr=1-401,1337568945,https://www.amazon.com/dp/1337568945/
406,406,The Official (ISC)2 CCSP CBK Reference,https://www.amazon.com/Official-ISC-CCSP-CBK-Reference/dp/1119909015/ref=sr_1_402?qid=1676965170&s=books&sr=1-402,1119909015,https://www.amazon.com/dp/1119909015/
407,407,"Introduction to Java Programming and Data Structures, Comprehensive Version",https://www.amazon.com/Introduction-Programming-Structures-Comprehensive-Version/dp/0136520235/ref=sr_1_403?qid=1676965170&s=books&sr=1-403,0136520235,https://www.amazon.com/dp/0136520235/
408,408,Microservices Patterns: With examples in Java,https://www.amazon.com/Microservices-Patterns-examples-Chris-Richardson/dp/1617294543/ref=sr_1_404?qid=1676965170&s=books&sr=1-404,1617294543,https://www.amazon.com/dp/1617294543/
409,409,DevOps for the Desperate: A Hands-On Survival Guide,https://www.amazon.com/DevOps-Desperate-Hands-Survival-Guide/dp/1718502486/ref=sr_1_405?qid=1676965170&s=books&sr=1-405,1718502486,https://www.amazon.com/dp/1718502486/
410,410,"Quicken for Windows: The Official Guide, Eighth Edition",https://www.amazon.com/Quicken-Windows-Official-Guide-Eighth/dp/1260117308/ref=sr_1_406?qid=1676965170&s=books&sr=1-406,1260117308,https://www.amazon.com/dp/1260117308/
411,411,Starting Out with Programming Logic and Design (What's New in Computer Science),https://www.amazon.com/Starting-Programming-Design-Computer-Science/dp/0134801156/ref=sr_1_407?qid=1676965170&s=books&sr=1-407,0134801156,https://www.amazon.com/dp/0134801156/
412,412,"The Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3",https://www.amazon.com/Computer-Programming-Bible-Advanced-Raspberry/dp/1661846289/ref=sr_1_408?qid=1676965170&s=books&sr=1-408,1661846289,https://www.amazon.com/dp/1661846289/
413,413,Building Event-Driven Microservices: Leveraging Organizational Data at Scale,https://www.amazon.com/Building-Event-Driven-Microservices-Leveraging-Organizational/dp/1492057894/ref=sr_1_409?qid=1676965170&s=books&sr=1-409,1492057894,https://www.amazon.com/dp/1492057894/
414,414,ITIL4 Foundation Complete certification kit,https://www.amazon.com/ITIL4-Foundation-Complete-certification-kit/dp/109474784X/ref=sr_1_410?qid=1676965170&s=books&sr=1-410,109474784X,https://www.amazon.com/dp/109474784X/
415,415,Computer Keyboarding for Beginners,https://www.amazon.com/Computer-Keyboarding-Beginners-Edward-Fry/dp/1576907643/ref=sr_1_411?qid=1676965170&s=books&sr=1-411,1576907643,https://www.amazon.com/dp/1576907643/
416,416,Quantum Computing: An Applied Approach,https://www.amazon.com/Quantum-Computing_-An-Applied-Approach/dp/3030832732/ref=sr_1_417?qid=1676965179&s=books&sr=1-417,3030832732,https://www.amazon.com/dp/3030832732/
417,417,How to Measure Anything in Cybersecurity Risk,https://www.amazon.com/How-Measure-Anything-Cybersecurity-Risk/dp/1119085292/ref=sr_1_418?qid=1676965179&s=books&sr=1-418,1119085292,https://www.amazon.com/dp/1119085292/
418,418,Photoshop Elements 2023 For Dummies,https://www.amazon.com/Photoshop-Elements-Dummies-Barbara-Obermeier/dp/1119912903/ref=sr_1_419?qid=1676965179&s=books&sr=1-419,1119912903,https://www.amazon.com/dp/1119912903/
419,419,Networking For Dummies,https://www.amazon.com/Networking-Dummies-Doug-Lowe/dp/1119648505/ref=sr_1_420?qid=1676965179&s=books&sr=1-420,1119648505,https://www.amazon.com/dp/1119648505/
420,420,"Mike Meyers' CompTIA Security+ Certification Guide, Third Edition (Exam SY0-601)",https://www.amazon.com/Meyers-CompTIA-Security-Certification-SY0-601/dp/1260473694/ref=sr_1_421?qid=1676965179&s=books&sr=1-421,1260473694,https://www.amazon.com/dp/1260473694/
421,421,Access For Dummies (For Dummies (Computer/Tech)),https://www.amazon.com/Access-Dummies-Computer-Tech/dp/1119829089/ref=sr_1_417?qid=1676965179&s=books&sr=1-417,1119829089,https://www.amazon.com/dp/1119829089/
422,422,Effective C: An Introduction to Professional C Programming,https://www.amazon.com/Effective-Introduction-Professional-Robert-Seacord/dp/1718501048/ref=sr_1_418?qid=1676965179&s=books&sr=1-418,1718501048,https://www.amazon.com/dp/1718501048/
423,423,"Deep Learning with PyTorch: Build, train, and tune neural networks using Python tools",https://www.amazon.com/Deep-Learning-PyTorch-Eli-Stevens/dp/1617295264/ref=sr_1_419?qid=1676965179&s=books&sr=1-419,1617295264,https://www.amazon.com/dp/1617295264/
424,424,"The Visual Story: Creating the Visual Structure of Film, TV, and Digital Media",https://www.amazon.com/Visual-Story-Creating-Structure-Digital/dp/113801415X/ref=sr_1_420?qid=1676965179&s=books&sr=1-420,113801415X,https://www.amazon.com/dp/113801415X/
425,425,The Site Reliability Workbook: Practical Ways to Implement SRE,https://www.amazon.com/Site-Reliability-Workbook-Practical-Implement/dp/1492029505/ref=sr_1_421?qid=1676965179&s=books&sr=1-421,1492029505,https://www.amazon.com/dp/1492029505/
426,426,"CompTIA Server+ Certification All-in-One Exam Guide, Second Edition (Exam SK0-005)",https://www.amazon.com/CompTIA-Server-Certification-Second-SK0-005/dp/1260469913/ref=sr_1_422?qid=1676965179&s=books&sr=1-422,1260469913,https://www.amazon.com/dp/1260469913/
427,427,Problem Solving with C++,https://www.amazon.com/Problem-Solving-10th-Walter-Savitch/dp/0134448286/ref=sr_1_423?qid=1676965179&s=books&sr=1-423,0134448286,https://www.amazon.com/dp/0134448286/
428,428,"Cism Certified Information Security Manager All-In-One Exam Guide, Second Edition",https://www.amazon.com/Certified-Information-Security-Manager-Second/dp/1264268319/ref=sr_1_424?qid=1676965179&s=books&sr=1-424,1264268319,https://www.amazon.com/dp/1264268319/
429,429,Python for Algorithmic Trading: From Idea to Cloud Deployment,https://www.amazon.com/Python-Algorithmic-Trading-Cloud-Deployment/dp/149205335X/ref=sr_1_425?qid=1676965179&s=books&sr=1-425,149205335X,https://www.amazon.com/dp/149205335X/
430,430,Murach's SQL Server 2019 for Developers,https://www.amazon.com/Murachs-SQL-Server-2019-Developers/dp/1943872570/ref=sr_1_426?qid=1676965179&s=books&sr=1-426,1943872570,https://www.amazon.com/dp/1943872570/
431,431,Understanding Semiconductors: A Technical Guide for Non-Technical People,https://www.amazon.com/Understanding-Semiconductors-Technical-Non-Technical-People/dp/1484288467/ref=sr_1_427?qid=1676965179&s=books&sr=1-427,1484288467,https://www.amazon.com/dp/1484288467/
432,432,The Effective Engineer: How to Leverage Your Efforts In Software Engineering to Make a Disproportionate and Meaningful Impact,https://www.amazon.com/Effective-Engineer-Engineering-Disproportionate-Meaningful/dp/0996128107/ref=sr_1_433?qid=1676965185&s=books&sr=1-433,0996128107,https://www.amazon.com/dp/0996128107/
433,433,Data Structures and Algorithms in Java,https://www.amazon.com/Data-Structures-Algorithms-Michael-Goodrich/dp/1118771338/ref=sr_1_434?qid=1676965185&s=books&sr=1-434,1118771338,https://www.amazon.com/dp/1118771338/
434,434,Data Structures & Algorithms in Python (Developer's Library),https://www.amazon.com/Structures-Algorithms-Python-Robert-Lafore/dp/013485568X/ref=sr_1_435?qid=1676965185&s=books&sr=1-435,013485568X,https://www.amazon.com/dp/013485568X/
435,435,"Node.js Design Patterns: Design and implement production-grade Node.js applications using proven patterns and techniques, 3rd Edition",https://www.amazon.com/Node-js-Design-Patterns-production-grade-applications/dp/1839214112/ref=sr_1_436?qid=1676965185&s=books&sr=1-436,1839214112,https://www.amazon.com/dp/1839214112/
436,436,"Make: Calculus: Build models to learn, visualize, and explore",https://www.amazon.com/Make-Calculus-models-visualize-explore/dp/168045739X/ref=sr_1_437?qid=1676965185&s=books&sr=1-437,168045739X,https://www.amazon.com/dp/168045739X/
437,437,Introduction to Classical and Quantum Computing,https://www.amazon.com/Introduction-Classical-Quantum-Computing-Thomas/dp/B09QP2ML3P/ref=sr_1_433?qid=1676965185&s=books&sr=1-433,B09QP2ML3P,https://www.amazon.com/dp/B09QP2ML3P/
438,438,Murach's HTML and CSS (5th Edition),https://www.amazon.com/Murachs-HTML-CSS-Anne-Boehm/dp/1943872864/ref=sr_1_434?qid=1676965185&s=books&sr=1-434,1943872864,https://www.amazon.com/dp/1943872864/
